Study ID	Patient ID	Sample ID	Age	Annotation Source	Cancer Type	Cancer Type Detailed	Cell Line Source	Characteristics	DepMap ID	Disease Ontology	Doubling Time (hrs)	Doubling Time From Vendor	Ethnicity Category	Fraction Genome Altered	Freezing Medium	Genome Doublings	Geographic Distribution	Growth Medium	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Life Stage	Lineage	Lineage Molecular Subtype	Lineage Subtype	Lineage Sub-subtype	Mutation Count	Mutation Rate	Name	Oncotree Code	Pathologist Annotation	Ploidy	Primary Tumor Site	Proteomics 10-Plex ID	Proteomics TMT label	Purity	Race Category	Number of Samples Per Patient	Sample Type	Sex	Site of Finding	Site Subtype 1	Site Subtype 2	Site Subtype 3	Subtype	Supplements	TMB (nonsynonymous)	Tumor Type	Type Refined
ccle_broad_2019	PC14_LUNG	PC14_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	RIKEN	adherent	ACH-000030	lung_cancer	35.2966	NA	Asian	0.5574	5%DMSO	1	NA	RPMI+10%FBS	Carcinoma	non_small_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_adenocarcinoma	358	151.0705525	PC-14	LUAD	Lung:NSCLC_Others	3.33	Lung	5	126	1	Asian	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	12.2	lung_NSC	lung_NSC
ccle_broad_2019	PC3JPC3_LUNG	PC3JPC3_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-002184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC	NSCLC_adenocarcinoma	130	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	4.5	NA	lung_NSC
ccle_broad_2019	PC3_PROSTATE	PC3_PROSTATE	62	CCLE	Prostate Cancer	Prostate Adenocarcinoma	ATCC	ADHERENT EPITHELIAL;	ACH-000090	prostate_cancer	42.3	NA	Caucasian	0.6576	5% DMSO	1	NA	F-12 +10%FBS	Carcinoma	adenocarcinoma	NS	NS	NA	prostate	NA	prostate_adenocarcinoma	NA	146	80.19387358	PC-3	PRAD	Prostate:Carcinoma	3.09	Prostate	9	129n	1	Caucasian	1	Metastasis	Male	bone	NS	NS	NS	Adenocarcinoma	NA	5.03333333333	prostate	prostate
ccle_broad_2019	PC9_LUNG	PC9_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-000779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC	NSCLC_adenocarcinoma	722	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	24.3	NA	lung_NSC
ccle_broad_2019	PCI15A_UPPER_AERODIGESTIVE_TRACT	PCI15A_UPPER_AERODIGESTIVE_TRACT	NA	NA	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	NA	NA	ACH-002294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	NA	216	NA	NA	HNSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Squamous Cell Carcinoma	NA	7.26666666667	NA	upper_aerodigestive
ccle_broad_2019	PCI30_UPPER_AERODIGESTIVE_TRACT	PCI30_UPPER_AERODIGESTIVE_TRACT	NA	NA	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	NA	NA	ACH-002295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	NA	298	NA	NA	HNSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Squamous Cell Carcinoma	NA	10.0333333333	NA	upper_aerodigestive
ccle_broad_2019	PCI38_UPPER_AERODIGESTIVE_TRACT	PCI38_UPPER_AERODIGESTIVE_TRACT	NA	NA	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	NA	NA	ACH-002296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	NA	244	NA	NA	HNSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Squamous Cell Carcinoma	NA	8.23333333333	NA	upper_aerodigestive
ccle_broad_2019	PCI4B_UPPER_AERODIGESTIVE_TRACT	PCI4B_UPPER_AERODIGESTIVE_TRACT	NA	NA	Head and Neck Cancer	Larynx Squamous Cell Carcinoma	NA	NA	ACH-002297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	laryngeal	246	NA	NA	LXSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Squamous Cell Carcinoma, laryngeal	NA	8.23333333333	NA	upper_aerodigestive
ccle_broad_2019	PCI6A_UPPER_AERODIGESTIVE_TRACT	PCI6A_UPPER_AERODIGESTIVE_TRACT	NA	NA	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	NA	NA	ACH-002298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	NA	243	NA	NA	HNSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Squamous Cell Carcinoma	NA	8.06666666667	NA	upper_aerodigestive
ccle_broad_2019	PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	CCLE	Mature B-Cell Neoplasms	Plasma Cell Myeloma	Riken	Suspension; plamacyte-like	ACH-001162	NA	NA	NA	Asian	0.1717	5%DMSO	0	NA	McCoy's 5A +20% FBS	Lymphoid_Neoplasm	plasma_cell_myeloma	NS	NS	NA	plasma_cell	NA	multiple_myeloma	NA	396	NA	PCM6	PCM	Lymphoma:Multiple_Myeloma	2.01	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	NA	1	Primary	NA	NA	NS	NS	NS	Multiple Myeloma	NA	13.2333333333	multiple_myeloma	multiple_myeloma
ccle_broad_2019	PECAPJ15_UPPER_AERODIGESTIVE_TRACT	PECAPJ15_UPPER_AERODIGESTIVE_TRACT	45	CCLE	Head and Neck Cancer	Oral Cavity Squamous Cell Carcinoma	ECACC	NA	ACH-000619	NA	NA	NA	Caucasian	0.4399	NA	1	NA	NA	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	oral	348	142.3040162	PE/CA-PJ15	OCSC	Upper_Aerodigestive_Tract:Carcinoma	3.39	Upper_Aerodigestive_Tract	NA	NA	0.98	NA	1	Primary	Male	NA	mouth	tongue	NS	Squamous Cell Carcinoma, oral	NA	11.7666666667	upper_aerodigestive	upper_aerodigestive
ccle_broad_2019	PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	60	CCLE	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	ECACC	NA	ACH-000606	NA	NA	NA	Caucasian	0.4366	NA	0	NA	NA	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	basaloid	127	131.7594832	PE/CA-PJ34 (clone C12)	HNSC	Upper_Aerodigestive_Tract:Carcinoma	2.06	Upper_Aerodigestive_Tract	22	129c	0.99	NA	1	Primary	Male	NA	mouth	NS	NS	Squamous Cell Carcinoma, basaloid	NA	4.23333333333	upper_aerodigestive	upper_aerodigestive
ccle_broad_2019	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	67	CCLE	Head and Neck Cancer	Oral Cavity Squamous Cell Carcinoma	ECACC	NA	ACH-000732	NA	NA	NA	Caucasian	0.2325	NA	0	NA	NA	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	oral	233	164.2044753	PE/CA-PJ41 (clone D2)	OCSC	Upper_Aerodigestive_Tract:Carcinoma	2.01	Upper_Aerodigestive_Tract	NA	NA	1	NA	1	Primary	Female	NA	mouth	NS	NS	Squamous Cell Carcinoma, oral	NA	7.76666666667	upper_aerodigestive	upper_aerodigestive
ccle_broad_2019	PECAPJ49_UPPER_AERODIGESTIVE_TRACT	PECAPJ49_UPPER_AERODIGESTIVE_TRACT	57	CCLE	Head and Neck Cancer	Oral Cavity Squamous Cell Carcinoma	ECACC	adherent	ACH-000735	NA	54.5	NA	Caucasian	0.2647	5% DMSO	0	NA	IMDM+10% FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	oral	272	163.3873835	PE/CA-PJ49	OCSC	Upper_Aerodigestive_Tract:Carcinoma	2.05	Upper_Aerodigestive_Tract	NA	NA	0.99	Caucasian	1	Primary	Male	NA	mouth	tongue	NS	Squamous Cell Carcinoma, oral	2mM L-glutamine	9.06666666667	upper_aerodigestive	upper_aerodigestive
ccle_broad_2019	PEDS005TPFAD_KIDNEY	PEDS005TPFAD_KIDNEY	NA	NA	Kidney Cancer, NOS	Kidney	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	180	NA	NA	KIDNEY	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6.1	NA	NA
ccle_broad_2019	PEDS015T_SOFT_TISSUE	PEDS015T_SOFT_TISSUE	NA	NA	Soft Tissue Sarcoma	Fibrosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	175	NA	NA	FIBS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5.8	NA	NA
ccle_broad_2019	PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4	CCLE	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	HSRRB	lymphocyte-like	ACH-000519	T-ALL	NA	NA	Caucasian	0.2236	NA	0	NA	RPMI 1640 medium with fetal calf serum	Lymphoid_Neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	NA	blood	NA	ALL	t_cell	240	129.0002319	PEER	TLL	Leukemia:ALL	1.99	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	NA	1	Primary	Female	NA	NS	NS	NS	Acute Lymphoblastic Leukemia (ALL), T-cell	NA	8.06666666667	T-cell_ALL	T-cell_ALL
ccle_broad_2019	PEO1_OVARY	PEO1_OVARY	NA	NA	Ovarian Cancer	Ovarian Epithelial Tumor	NA	NA	ACH-001630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovary	NA	ovary_adenocarcinoma	NA	230	NA	NA	OVT	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Cystadenocarcinoma	NA	7.63333333333	NA	ovary
ccle_broad_2019	PETA_SKIN	PETA_SKIN	NA	NA	Skin Cancer, Non-Melanoma	Merkel Cell Carcinoma	NA	NA	ACH-001170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skin	NA	merkel_cell_carcinoma	NA	NA	NA	NA	MCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Merkel Cell Carcinoma	NA	NA	NA	NA
ccle_broad_2019	PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	6	CCLE	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	DSMZ	single, round to oval cells in suspention	ACH-000937	TALL	NA	~  70 hrs	Caucasian	0.0493	NA	0	NA	90% RPMI 1640 +10% h.i. FBS	Lymphoid_Neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	NA	blood	NA	ALL	t_cell	3631	514.4327731	PF-382	TLL	Leukemia:ALL	2.01	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	NA	1	Metastasis	Female	pleura	NS	NS	NS	Acute Lymphoblastic Leukemia (ALL), T-cell	NA	121.1	T-cell_ALL	T-cell_ALL
ccle_broad_2019	PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	CCLE	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	ATCC	suspension, lymphoblast	ACH-000140	NA	34.1	NA	Caucasian	0.1968	5%DMSO	0	NA	RPMI-1640 + 10% FBS	Lymphoid_Neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	NA	lymphocyte	NA	non_hodgkin_lymphoma	DLBCL	110	107.2860755	Pfeiffer	DLBCLNOS	Lymphoma:NH_B_cell	2.13	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Diffuse Large B-cell Lymphoma (DLBCL)	NA	3.66666666667	lymphoma_DLBCL	lymphoma_DLBCL
ccle_broad_2019	PFSK1_CENTRAL_NERVOUS_SYSTEM	PFSK1_CENTRAL_NERVOUS_SYSTEM	NA	NA	Embryonal Tumor	Primitive Neuroectodermal Tumor	NA	NA	ACH-001711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	central_nervous_system	NA	PNET	NA	114	NA	NA	PNET	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Primitive Neuroectodermal Tumor (PNET)	NA	3.9	NA	medulloblastoma
ccle_broad_2019	PK1_PANCREAS	PK1_PANCREAS	NA	CCLE	Pancreatic Cancer	Pancreatic Adenocarcinoma	RIKEN	Adherent	ACH-000307	NA	58.2	NA	Asian	0.6511	5% DMSO	0	NA	RPMI 1640 +10%FBS	Carcinoma	NS	NS	NS	NA	pancreas	NA	exocrine	exocrine_adenocarcinoma	233	149.1504963	PK-1	PAAD	Pancreas:Carcinoma	1.72	Pancreas	NA	NA	1	NA	1	Primary	NA	NA	NS	NS	NS	Ductal Adenocarcinoma, exocrine	NA	7.93333333333	pancreas	pancreas
ccle_broad_2019	PK45H_PANCREAS	PK45H_PANCREAS	NA	CCLE	Pancreatic Cancer	Pancreatic Adenocarcinoma	RIKEN	Adherent	ACH-000468	NA	67.4	NA	Asian	0.4579	5%DMSO	1	NA	RPMI + 10 % FBS	Carcinoma	NS	NS	NS	NA	pancreas	NA	exocrine	exocrine_adenocarcinoma	381	169.5441881	PK-45H	PAAD	Pancreas:Carcinoma	2.25	Pancreas	NA	NA	1	NA	1	Primary	NA	NA	NS	NS	NS	Ductal Adenocarcinoma, exocrine	NA	12.9333333333	pancreas	pancreas
ccle_broad_2019	PK59_PANCREAS	PK59_PANCREAS	NA	CCLE	Pancreatic Cancer	Pancreatic Adenocarcinoma	JCRB	Epithelial like	ACH-000205	Pancreatic Cancer	53.8	NA	Asian	0.5263	NA	1	NA	RPMI 1640+10%FBS	Carcinoma	NS	NS	NS	NA	pancreas	NA	exocrine	exocrine_adenocarcinoma	271	130.923183	PK-59	PAAD	Pancreas:Carcinoma	3.46	Pancreas	NA	NA	1	NA	1	Primary	NA	NA	NS	NS	NS	Ductal Adenocarcinoma, exocrine	NA	9.1	pancreas	pancreas
ccle_broad_2019	PL18_PANCREAS	PL18_PANCREAS	NA	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	NA	NA	ACH-002185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pancreas	NA	exocrine	exocrine_adenocarcinoma	268	NA	NA	PAAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ductal Adenocarcinoma	NA	9.0	NA	pancreas
ccle_broad_2019	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24	CCLE	Leukemia	Acute Myeloid Leukemia	DSMZ	single cells in suspention; cells have a rather monoblastic morphology  without the typical APL granules	ACH-000218	NA	72.8	~ 50 hrs	Asian	0.5635	NA	1	NA	80% RPMI 1640 +20% h.i. FBs	Haematopoietic_Neoplasm	acute_myeloid_leukaemia	M3	NS	NA	blood	NA	AML	M3	300	141.5984896	PL-21	AML	Leukemia:AML	4.03	Haematopoietic_And_Lymphoid_Tissue	NA	NA	0.98	NA	1	Primary	Male	NA	NS	NS	NS	Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)	NA	10.1	AML	AML
ccle_broad_2019	PL45_PANCREAS	PL45_PANCREAS	NA	CCLE	Pancreatic Cancer	Pancreatic Adenocarcinoma	NA	NA	ACH-001171	NA	NA	NA	Caucasian	0.8889	NA	0	NA	NA	Carcinoma	ductal_carcinoma	NS	NS	NA	pancreas	NA	exocrine	exocrine_adenocarcinoma	NA	NA	PL45	PAAD	NA	1.75	Pancreas	26	129c	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Ductal Adenocarcinoma, exocrine	NA	NA	pancreas	pancreas
ccle_broad_2019	PL4_PANCREAS	PL4_PANCREAS	NA	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	NA	NA	ACH-002186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pancreas	NA	exocrine	exocrine_adenocarcinoma	176	NA	NA	PAAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ductal Adenocarcinoma	NA	5.9	NA	pancreas
ccle_broad_2019	PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	COSMIC	Leukemia	Acute Myeloid Leukemia	NA	NA	ACH-000034	NA	NA	NA	Caucasian	0.1699	NA	NA	NA	NA	Haematopoietic_Neoplasm	acute_myeloid_leukaemia	NS	NS	NA	blood	NA	AML	NA	114	NA	PLB-985	AML	NA	NA	Haematopoietic_And_Lymphoid_Tissue	NA	NA	NA	NA	1	NA	NA	NA	NS	NS	NS	Acute Myelogenous Leukemia (AML)	NA	3.9	AML	AML
ccle_broad_2019	PLCPRF5_LIVER	PLCPRF5_LIVER	24	CCLE	Hepatobiliary Cancer	Hepatocellular Carcinoma	ATCC	Epithelial Adherent	ACH-001318	NA	64.6	NA	African_american	0.8127	5%DMSO	1	NA	EMEM +10%FBS	Carcinoma	hepatocellular_carcinoma	NS	NS	NA	liver	NA	hepatocellular_carcinoma	NA	850	282.9433237	PLC/PRF/5	HCC	Liver:HCC	2.58	Liver	NA	NA	1	NA	1	Primary	Male	NA	NS	NS	NS	Hepatocellular Carcinoma	NA	28.9	liver	liver
ccle_broad_2019	PRECLH_PROSTATE	PRECLH_PROSTATE	NA	ACHILLES	Prostate Cancer, NOS	Prostate	NA	NA	ACH-000170	NA	NA	NA	Caucasian	0.0603	NA	NA	NA	NA	Other	immortalized_epithelial	NS	NS	NA	engineered_prostate	NA	NA	NA	90	64.44913312	PrEC LH	PROSTATE	NA	NA	Prostate	NA	NA	NA	NA	1	NA	NA	NA	NS	NS	NS	NA	NA	3.13333333333	prostate	prostate
ccle_broad_2019	PSN1_PANCREAS	PSN1_PANCREAS	NA	CCLE	Pancreatic Cancer	Pancreatic Adenocarcinoma	ECACC	adherent epithelial	ACH-000320	NA	40.9	NA	Asian	0.6643	5%DMSO	1	NA	RPMI-1640 + 10% FBS	Carcinoma	ductal_carcinoma	NS	NS	NA	pancreas	NA	exocrine	exocrine_adenocarcinoma	220	137.8566605	PSN1	PAAD	Pancreas:Carcinoma	2.85	Pancreas	NA	NA	1	NA	1	Primary	NA	NA	NS	NS	NS	Ductal Adenocarcinoma, exocrine	2mM Glutamine	7.43333333333	pancreas	pancreas
ccle_broad_2019	PWR1E_PROSTATE	PWR1E_PROSTATE	NA	NA	Prostate Cancer	Prostate Adenocarcinoma	NA	NA	ACH-001383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	prostate	NA	prostate_adenocarcinoma	NA	124	NA	NA	PRAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Adenocarcinoma	NA	4.2	NA	prostate
ccle_broad_2019	QGP1_PANCREAS	QGP1_PANCREAS	61	CCLE	Pancreatic Cancer	Pancreatic Adenocarcinoma	HSRRB	adherent epithelial	ACH-000347	Pancreatic Cancer	92.1	NA	Asian	0.6785	5%DMSO	2	NA	RPMI-1640 + 10% FBS	Carcinoma	NS	NS	NS	NA	pancreas	NA	endocrine	somatostatinoma	360	136.6267225	QGP-1	PAAD	Pancreas:Carcinoma	4.13	Pancreas	11	127n	1	Asian	1	Primary	Male	NA	NS	NS	NS	Somatostatinoma	NA	12.2333333333	pancreas	pancreas
ccle_broad_2019	QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Leukemia	Acute Myeloid Leukemia	NA	NA	ACH-002299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blood	NA	AML	NA	147	NA	NA	AML	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Acute Myelogenous Leukemia (AML)	NA	4.96666666667	NA	AML
ccle_broad_2019	R262_CENTRAL_NERVOUS_SYSTEM	R262_CENTRAL_NERVOUS_SYSTEM	NA	NA	Glioma	Glioblastoma Multiforme	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	292	NA	NA	GBM	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	9.73333333333	NA	NA
ccle_broad_2019	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12	CCLE	Mature B-Cell Neoplasms	Burkitt Lymphoma	NIBRI	NA	ACH-000654	lymphoma	NA	NA	African_american	0.0881	NA	0	NA	NA	Lymphoid_Neoplasm	Burkitt_lymphoma	NS	NS	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell_burkitt	349	170.4549408	Raji	BL	Lymphoma:NH_B_cell	2.02	Haematopoietic_And_Lymphoid_Tissue	NA	NA	0.99	African	1	Primary	Male	NA	NS	NS	NS	B-cell, Non-Hodgkins, Burkitts	NA	11.8666666667	lymphoma_Burkitt	lymphoma_Burkitt
ccle_broad_2019	RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Mature B-Cell Neoplasms	Burkitt Lymphoma	NA	NA	ACH-002300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell_burkitt	229	NA	NA	BL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	B-cell, Non-Hodgkins, Burkitts	NA	7.63333333333	NA	lymphoma_Burkitt
ccle_broad_2019	RC2_SOFT_TISSUE	RC2_SOFT_TISSUE	NA	NA	Soft Tissue Sarcoma	Alveolar Rhabdomyosarcoma	NA	NA	ACH-001743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	soft_tissue	PAX3_FKHR	rhabdomyosarcoma	alveolar	NA	NA	NA	ARMS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Rhabdomyosarcoma, alveolar	NA	NA	NA	NA
ccle_broad_2019	RCC10RGB_KIDNEY	RCC10RGB_KIDNEY	NA	CCLE	Renal Cell Carcinoma	Renal Cell Carcinoma	RIKEN	ADHERENT; EPITHELIAL-LIKE	ACH-000189	NA	122.9	NA	Asian	0.7003	5%DMSO	1	NA	DMEM+10% FBS	Carcinoma	renal_cell_carcinoma	NS	NS	NA	kidney	NA	renal_cell_carcinoma	NA	260	130.9359681	RCC10RGB	RCC	Kidney:Carcinoma	3.42	Kidney	NA	NA	0.98	Asian	1	Primary	Male	NA	NS	NS	NS	Renal Cell Carcinoma	NA	8.76666666667	kidney	kidney
ccle_broad_2019	RCC4_KIDNEY	RCC4_KIDNEY	NA	COSMIC	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	NA	NA	ACH-001175	NA	NA	NA	NA	0.3873	NA	0	NA	NA	Carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	NA	kidney	NA	renal_cell_carcinoma	clear_cell	NA	NA	RCC-4	CCRCC	NA	1.83	Kidney	NA	NA	1	NA	1	NA	NA	NA	NS	NS	NS	Renal Carcinoma, clear cell	NA	NA	kidney	kidney
ccle_broad_2019	RCCAB_KIDNEY	RCCAB_KIDNEY	NA	NA	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	NA	NA	ACH-002187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	renal_cell_carcinoma	clear_cell	137	NA	NA	CCRCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Renal Carcinoma, clear cell	NA	4.53333333333	NA	kidney
ccle_broad_2019	RCCER_KIDNEY	RCCER_KIDNEY	NA	NA	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	NA	NA	ACH-002188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	renal_cell_carcinoma	clear_cell	163	NA	NA	CCRCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Renal Carcinoma, clear cell	NA	5.56666666667	NA	kidney
ccle_broad_2019	RCCFG2_KIDNEY	RCCFG2_KIDNEY	NA	NA	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	NA	NA	ACH-002189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	renal_cell_carcinoma	clear_cell	414	NA	NA	CCRCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Renal Carcinoma, clear cell	NA	13.8	NA	kidney
ccle_broad_2019	RCCJF_KIDNEY	RCCJF_KIDNEY	NA	NA	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	NA	NA	ACH-002190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	renal_cell_carcinoma	clear_cell	188	NA	NA	CCRCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Renal Carcinoma, clear cell	NA	6.26666666667	NA	kidney
ccle_broad_2019	RCCJW_KIDNEY	RCCJW_KIDNEY	NA	NA	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	NA	NA	ACH-002191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	renal_cell_carcinoma	clear_cell	161	NA	NA	CCRCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Renal Carcinoma, clear cell	NA	5.56666666667	NA	kidney
